date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:50:32	610/610	---M-Z	200	added ('OK')	application/xml	etag:W/%225fcb3ac1-262%22	https://arpitjainds.github.io/art//feed.xml	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/feed.xml	(from https://arpitjainds.github.io/art/)
21:50:32	8101/8101	---M--	200	added ('OK')	image/png	etag:%225fcb3abc-1fa5%22	https://arpitjainds.github.io/art/img/favicon.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/favicon.png	(from https://arpitjainds.github.io/art/)
21:50:33	665799/665799	---M--	200	added ('OK')	image/png	etag:%225fcb3abc-a28c7%22	https://arpitjainds.github.io/art//img/ArpitJainLogoWhite.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/ArpitJainLogoWhite.png	(from https://arpitjainds.github.io/art/)
21:50:33	9179/9179	---M-Z	200	added ('OK')	text/html	etag:W/%225fcb3ac1-23db%22	https://arpitjainds.github.io/art/work/photography.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/work/photography.html	(from https://arpitjainds.github.io/art/)
21:50:35	1016861/1016861	---M--	200	added ('OK')	image/png	etag:%225fcb3abd-f841d%22	https://arpitjainds.github.io/art/img/work/photography/LINKEDINCOVER.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/photography/LINKEDINCOVER.png	(from https://arpitjainds.github.io/art/)
21:50:36	146911/146911	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abd-23ddf%22	https://arpitjainds.github.io/art/img/work/womanearth/IMG_7382.JPG	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/womanearth/IMG_7382.jpg	(from https://arpitjainds.github.io/art/)
21:50:37	1909662/1909662	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abd-1d239e%22	https://arpitjainds.github.io/art/img/work/affection/IMG_7133.JPG	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/affection/IMG_7133.jpg	(from https://arpitjainds.github.io/art/)
21:50:37	6754/6754	---M-Z	200	added ('OK')	text/html	etag:W/%225fcb3ac1-1a62%22	https://arpitjainds.github.io/art/work/fellowcreator.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/work/fellowcreator.html	(from https://arpitjainds.github.io/art/)
21:50:40	2608832/2608832	---M--	200	added ('OK')	image/png	etag:%225fcb3abd-27cec0%22	https://arpitjainds.github.io/art/img/work/fellowcreator/fellowcreatorcover1.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/fellowcreator/fellowcreatorcover1.png	(from https://arpitjainds.github.io/art/)
21:50:40	404607/404607	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abd-62c7f%22	https://arpitjainds.github.io/art/img/work/creditlady/IMG_7393.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/creditlady/IMG_7393.jpg	(from https://arpitjainds.github.io/art/)
21:50:41	7323/7323	---M-Z	200	added ('OK')	text/html	etag:W/%225fcb3ac1-1c9b%22	https://arpitjainds.github.io/art/work/bhutantravel.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/work/bhutantravel.html	(from https://arpitjainds.github.io/art/)
21:50:45	8340/8340	---M-Z	200	added ('OK')	text/html	etag:W/%225fcb3ac1-2094%22	https://arpitjainds.github.io/art/work/lifethoughts.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/work/lifethoughts.html	(from https://arpitjainds.github.io/art/)
21:50:46	110050/110050	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abd-1ade2%22	https://arpitjainds.github.io/art/img/work/lifethoughts/thoughtslifecover2.JPG	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/lifethoughts/thoughtslifecover2.jpg	(from https://arpitjainds.github.io/art/)
21:50:46	7166/7166	---M-Z	200	added ('OK')	text/html	etag:W/%225fcb3ac1-1bfe%22	https://arpitjainds.github.io/art/work/taiwantravel.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/work/taiwantravel.html	(from https://arpitjainds.github.io/art/)
21:50:48	6789/6789	---M-Z	200	added ('OK')	text/html	etag:W/%225fcb3ac1-1a85%22	https://arpitjainds.github.io/art/work/world.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/work/world.html	(from https://arpitjainds.github.io/art/)
21:50:48	1639927/1639927	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abd-1905f7%22	https://arpitjainds.github.io/art/img/work/taiwantravel/traveltaiwancover3.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/taiwantravel/traveltaiwancover3.jpg	(from https://arpitjainds.github.io/art/)
21:50:49	185275/185275	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abd-2d3bb%22	https://arpitjainds.github.io/art/img/work/world/WorldCover2.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/world/WorldCover2.jpg	(from https://arpitjainds.github.io/art/)
21:50:49	88182/88182	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abc-15876%22	https://arpitjainds.github.io/art/img/work/abstractpaintings/anstractpaintingscover.JPG	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/abstractpaintings/anstractpaintingscover.jpg	(from https://arpitjainds.github.io/art/)
21:50:50	7586/7586	---M-Z	200	added ('OK')	text/html	etag:W/%225fcb3ac1-1da2%22	https://arpitjainds.github.io/art/work/odissi.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/work/odissi.html	(from https://arpitjainds.github.io/art/)
21:50:52	88145/88145	---M--	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202019%2014:37:17%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/My%20Web%20Sites/project1/ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://arpitjainds.github.io/art/)
21:50:52	66/66	---MCZ	302	error ('Found')	text/plain	date:Thu,%2003%20Jun%202021%2016:20:52%20GMT	https://unpkg.com/scrollreveal/dist/scrollreveal.min.js	C:/My%20Web%20Sites/project1/unpkg.com/scrollreveal/dist/scrollreveal.min.75.delayed	(from https://arpitjainds.github.io/art/)
21:50:52	16613/16613	---MCZ	200	added ('OK')	application/javascript	etag:%2240e5-n5XLAIkG4Gp2p7RgTbQ5UsHCOkY%22	https://unpkg.com/scrollreveal@4.0.9/dist/scrollreveal.min.js	C:/My%20Web%20Sites/project1/unpkg.com/scrollreveal@4.0.9/dist/scrollreveal.min.js	(from https://arpitjainds.github.io/art/)
21:50:53	1521928/1521928	---M--	200	added ('OK')	image/jpeg	etag:%225fcb3abd-173908%22	https://arpitjainds.github.io/art/img/work/odissi/DSC_0031.JPG	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/odissi/DSC_0031.jpg	(from https://arpitjainds.github.io/art/)
21:50:54	13135/13135	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d72-334f%22	https://cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	C:/My%20Web%20Sites/project1/cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	(from https://arpitjainds.github.io/art/)
21:50:54	1991/1991	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fcb3abd-7c7%22	https://arpitjainds.github.io/art//js/barba-transitions.min.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/js/barba-transitions.min.js	(from https://arpitjainds.github.io/art/)
21:50:54	6676/6676	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fcb3abd-1a14%22	https://arpitjainds.github.io/art//js/ladysizes.min.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/js/ladysizes.min.js	(from https://arpitjainds.github.io/art/)
21:50:54	370/370	---M-Z	200	added ('OK')	application/javascript	etag:W/%225fcb3abd-172%22	https://arpitjainds.github.io/art//js/main.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/js/main.js	(from https://arpitjainds.github.io/art/)
21:51:03	49153/49153	---MC-	200	added ('OK')	text/javascript	date:Fri,%2009%20Apr%202021%2023:59:54%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/project1/www.google-analytics.com/analytics.js	(from https://arpitjainds.github.io/art/)
21:51:03	396687/396687	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-60d8f%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/MOOCFeedbackProjectTile.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/MOOCFeedbackProjectTile.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:03	54140/54140	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-d37c%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-003.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-003.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:04	87339/87339	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-1552b%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-004.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-004.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:04	43736/43736	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-aad8%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-005.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-005.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:04	58164/58164	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-e334%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-006.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-006.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:05	67410/67410	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-10752%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-007.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-007.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:06	40818/40818	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-9f72%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-008.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-008.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:06	68071/68071	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-109e7%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-009.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-009.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:07	118005/118005	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-1ccf5%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-012.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-012.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:07	77099/77099	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-12d2b%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-014.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-014.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:07	133106/133106	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-207f2%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-010.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-010.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:08	138727/138727	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-21de7%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-011.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-011.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:08	86552/86552	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-15218%22	https://arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-013.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/HCI/Resources/MOOC%20Feedback/GASE%20Final%20PDF-page-013.jpg	(from https://arpitjainds.github.io/projects/HCI/MOOC%20Feedback%20Visualization.html)
21:51:08	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f73aee9-247b%22	https://arpitjainds.github.io/assets/img/logo.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/assets/img/logo.png	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:08	18537/18537	---M-Z	200	added ('OK')	text/css	etag:W/%2260b32472-4869%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/css/main.css	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/css/main.css	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:09	16069/16069	---M-Z	200	added ('OK')	text/css	etag:W/%2260b32472-3ec5%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/css/flexboxgrid.css	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/css/flexboxgrid.css	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:09	52884704/52884704	---M--	200	added ('OK')	image/png	etag:%225fcb3abd-326f4e0%22	https://arpitjainds.github.io/art/img/work/bhutantravel/bhutantravelcover.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/art/img/work/bhutantravel/bhutantravelcover.png	(from https://arpitjainds.github.io/art/)
21:51:09	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f1a48a3-247b%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/img/Small.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/img/Small.png	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:09	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f1a48a3-247b%22	https://arpitjainds.github.io/IntelligentInteractions/index.html	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/index.html	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:11	376462/376462	---M--	200	added ('OK')	image/png	etag:%2260b32473-5be8e%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/img/smallaj.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/img/smallaj.png	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:11	85578/85578	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	C:/My%20Web%20Sites/project1/ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:12	318746/318746	---M-Z	200	added ('OK')	application/javascript	etag:%225eb04000-4dd1a%22	https://cdnjs.cloudflare.com/ajax/libs/tone/14.3.48/Tone.js	C:/My%20Web%20Sites/project1/cdnjs.cloudflare.com/ajax/libs/tone/14.3.48/Tone.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:12	10956/10956	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-2acc%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/js/anime.min.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/js/anime.min.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:12	8793/8793	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-2259%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/js/scrollMonitor.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/js/scrollMonitor.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:13	17594/17594	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-44ba%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/js/morphscrolleffect.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/js/morphscrolleffect.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:13	2771/2771	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-ad3%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/js/jquery.mousewheel.min.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/js/jquery.mousewheel.min.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:14	764/764	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-2fc%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/js/charming.min.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/js/charming.min.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:14	162259/162259	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-279d3%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/js/TweenMax.min.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/js/TweenMax.min.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:14	108267/108267	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-1a6eb%22	https://arpitjainds.github.io/IntelligentInteractions/Assets/js/hoverImage.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/IntelligentInteractions/Assets/js/hoverImage.js	(from https://arpitjainds.github.io/IntelligentInteractions/IntelligentInteractions.html)
21:51:15	860979/860979	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-d2333%22	https://arpitjainds.github.io/images/old/projects/AVLTreeTile.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/images/old/projects/AVLTreeTile.jpg	(from https://arpitjainds.github.io/projects/AI/AVL%20Tree%20Tutor.html)
21:51:15	177496/177496	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-2b558%22	https://arpitjainds.github.io/images/old/projects/AVLTreeTile1.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/images/old/projects/AVLTreeTile1.jpg	(from https://arpitjainds.github.io/projects/AI/AVL%20Tree%20Tutor.html)
21:51:16	22925/22925	---M-Z	200	added ('OK')	application/javascript	etag:W/%2260b32473-598d%22	https://arpitjainds.github.io/js/player.js	C:/My%20Web%20Sites/project1/arpitjainds.github.io/js/player.js	(from https://arpitjainds.github.io/projects/AI/AVL%20Tree%20Tutor.html)
21:51:17	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f73aee9-247b%22	https://arpitjainds.github.io/css/vendor.css	C:/My%20Web%20Sites/project1/arpitjainds.github.io/css/vendor.css	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:17	1665/1665	---M-Z	200	added ('OK')	text/css	etag:%225eb03f3f-681%22	https://cdnjs.cloudflare.com/ajax/libs/owl-carousel/1.3.3/owl.theme.css	C:/My%20Web%20Sites/project1/cdnjs.cloudflare.com/ajax/libs/owl-carousel/1.3.3/owl.theme.css	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:18	310952/310952	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-4bea8%22	https://arpitjainds.github.io/images/old/projects/IntellistudyTile.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/images/old/projects/IntellistudyTile.jpg	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:18	4391659/4391659	---M--	200	added ('OK')	image/png	etag:%2260b32473-4302eb%22	https://arpitjainds.github.io/projects/AI/Resources/AVL%20Tree%20Tutor/Compute%202019%20Poster%20Vertical.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/AVL%20Tree%20Tutor/Compute%202019%20Poster%20Vertical.png	(from https://arpitjainds.github.io/projects/AI/AVL%20Tree%20Tutor.html)
21:51:19	1509880/1509880	---M--	200	added ('OK')	image/png	etag:%2260b32473-1709f8%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/StudentHome.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/StudentHome.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:19	447022/447022	---M--	200	added ('OK')	image/png	etag:%2260b32473-6d22e%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/StudentCourse.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/StudentCourse.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:19	544595/544595	---M--	200	added ('OK')	image/png	etag:%2260b32473-84f53%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/StudentCareer.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/StudentCareer.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:20	328370/328370	---M--	200	added ('OK')	image/png	etag:%2260b32473-502b2%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/CourseContent.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/CourseContent.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:21	431747/431747	---M--	200	added ('OK')	image/png	etag:%2260b32473-69683%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/CourseContent1.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/CourseContent1.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:21	231362/231362	---M--	200	added ('OK')	image/png	etag:%2260b32473-387c2%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/MentorCourseEdit.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/MentorCourseEdit.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:21	623378/623378	---M--	200	added ('OK')	image/png	etag:%2260b32473-98312%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/MentorHome.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/MentorHome.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:22	237714/237714	---M--	200	added ('OK')	image/png	etag:%2260b32473-3a092%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/MentorEditQuiz.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/MentorEditQuiz.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:22	246772/246772	---M--	200	added ('OK')	image/png	etag:%2260b32473-3c3f4%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/PreQuiz.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/PreQuiz.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:23	238539/238539	---M--	200	added ('OK')	image/png	etag:%2260b32473-3a3cb%22	https://arpitjainds.github.io/projects/AI/Resources/Intellistudy/PreQuizResult.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/AI/Resources/Intellistudy/PreQuizResult.png	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:24	52797/52797	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f3f-ce3d%22	https://cdnjs.cloudflare.com/ajax/libs/owl-carousel/1.3.3/owl.carousel.js	C:/My%20Web%20Sites/project1/cdnjs.cloudflare.com/ajax/libs/owl-carousel/1.3.3/owl.carousel.js	(from https://arpitjainds.github.io/projects/AI/Intellistudy.html)
21:51:24	297303/297303	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-48957%22	https://arpitjainds.github.io/images/old/projects/TransitHealthyTile1.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/images/old/projects/TransitHealthyTile1.jpg	(from https://arpitjainds.github.io/projects/Social/Transit%20Healthy.html)
21:51:24	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f1a48a3-247b%22	https://arpitjainds.github.io/images/old/projects/TransitHealthyTile0.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/images/old/projects/TransitHealthyTile0.jpg	(from https://arpitjainds.github.io/projects/Social/Transit%20Healthy.html)
21:51:25	2693032/2693032	---M--	200	added ('OK')	image/jpeg	etag:%2260b32473-2917a8%22	https://arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/pjimage.jpg	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/pjimage.jpg	(from https://arpitjainds.github.io/projects/Social/Transit%20Healthy.html)
21:51:27	28621/28621	---M--	200	added ('OK')	image/png	etag:%2260b32473-6fcd%22	https://arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/New/Fact1.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/New/Fact1.png	(from https://arpitjainds.github.io/projects/Social/Transit%20Healthy.html)
21:51:28	33843/33843	---M--	200	added ('OK')	image/png	etag:%2260b32473-8433%22	https://arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/New/Fact2.png	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/New/Fact2.png	(from https://arpitjainds.github.io/projects/Social/Transit%20Healthy.html)
21:51:28	4387119/4387119	---M--	200	added ('OK')	application/pdf	etag:%2260b32473-42f12f%22	https://arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/certificate%20go%20green.pdf	C:/My%20Web%20Sites/project1/arpitjainds.github.io/projects/Social/Resources/Transit%20Healthy/certificate%20go%20green.pdf	(from https://arpitjainds.github.io/projects/Social/Transit%20Healthy.html)
